DATE,NASDAQCOM
2017-09-14 00:00:00,6429.08
2017-09-15 00:00:00,6448.47
2017-09-18 00:00:00,6454.64
2017-09-19 00:00:00,6461.32
2017-09-20 00:00:00,6456.04
2017-09-21 00:00:00,6422.69
2017-09-22 00:00:00,6426.92
2017-09-25 00:00:00,6370.59
2017-09-26 00:00:00,6380.16
2017-09-27 00:00:00,6453.26
2017-09-28 00:00:00,6453.45
2017-09-29 00:00:00,6495.96
2017-10-02 00:00:00,6516.72
2017-10-03 00:00:00,6531.71
2017-10-04 00:00:00,6534.63
2017-10-05 00:00:00,6585.36
2017-10-06 00:00:00,6590.18
2017-10-09 00:00:00,6579.73
2017-10-10 00:00:00,6587.25
2017-10-11 00:00:00,6603.55
2017-10-12 00:00:00,6591.51
2017-10-13 00:00:00,6605.8
2017-10-16 00:00:00,6624
2017-10-17 00:00:00,6623.66
2017-10-18 00:00:00,6624.22
2017-10-19 00:00:00,6605.07
2017-10-20 00:00:00,6629.05
2017-10-23 00:00:00,6586.83
2017-10-24 00:00:00,6598.43
2017-10-25 00:00:00,6563.89
2017-10-26 00:00:00,6556.77
2017-10-27 00:00:00,6701.26
2017-10-30 00:00:00,6698.96
2017-10-31 00:00:00,6727.67
2017-11-01 00:00:00,6716.53
2017-11-02 00:00:00,6714.94
2017-11-03 00:00:00,6764.44
2017-11-06 00:00:00,6786.44
2017-11-07 00:00:00,6767.78
2017-11-08 00:00:00,6789.12
2017-11-09 00:00:00,6750.05
2017-11-10 00:00:00,6750.94
2017-11-13 00:00:00,6757.6
2017-11-14 00:00:00,6737.87
2017-11-15 00:00:00,6706.21
2017-11-16 00:00:00,6793.29
2017-11-17 00:00:00,6782.79
2017-11-20 00:00:00,6790.71
2017-11-21 00:00:00,6862.48
2017-11-22 00:00:00,6867.36
2017-11-23 00:00:00,.
2017-11-24 00:00:00,6889.16
2017-11-27 00:00:00,6878.52
2017-11-28 00:00:00,6912.36
2017-11-29 00:00:00,6824.39
2017-11-30 00:00:00,6873.97
2017-12-01 00:00:00,6847.59
2017-12-04 00:00:00,6775.37
2017-12-05 00:00:00,6762.21
2017-12-06 00:00:00,6776.38
2017-12-07 00:00:00,6812.84
2017-12-08 00:00:00,6840.08
2017-12-11 00:00:00,6875.08
2017-12-12 00:00:00,6862.32
2017-12-13 00:00:00,6875.8
2017-12-14 00:00:00,6856.53
2017-12-15 00:00:00,6936.58
2017-12-18 00:00:00,6994.76
2017-12-19 00:00:00,6963.85
2017-12-20 00:00:00,6960.96
2017-12-21 00:00:00,6965.36
2017-12-22 00:00:00,6959.96
2017-12-25 00:00:00,.
2017-12-26 00:00:00,6936.25
2017-12-27 00:00:00,6939.34
2017-12-28 00:00:00,6950.16
2017-12-29 00:00:00,6903.39
2018-01-01 00:00:00,.
2018-01-02 00:00:00,7006.9
2018-01-03 00:00:00,7065.53
2018-01-04 00:00:00,7077.91
2018-01-05 00:00:00,7136.56
2018-01-08 00:00:00,7157.39
2018-01-09 00:00:00,7163.58
2018-01-10 00:00:00,7153.57
2018-01-11 00:00:00,7211.78
2018-01-12 00:00:00,7261.06
2018-01-15 00:00:00,.
2018-01-16 00:00:00,7223.69
2018-01-17 00:00:00,7298.28
2018-01-18 00:00:00,7296.05
2018-01-19 00:00:00,7336.38
2018-01-22 00:00:00,7408.03
2018-01-23 00:00:00,7460.29
2018-01-24 00:00:00,7415.06
2018-01-25 00:00:00,7411.16
2018-01-26 00:00:00,7505.77
2018-01-29 00:00:00,7466.51
2018-01-30 00:00:00,7402.48
2018-01-31 00:00:00,7411.48
2018-02-01 00:00:00,7385.86
2018-02-02 00:00:00,7240.95
2018-02-05 00:00:00,6967.53
2018-02-06 00:00:00,7115.88
2018-02-07 00:00:00,7051.98
2018-02-08 00:00:00,6777.16
2018-02-09 00:00:00,6874.49
2018-02-12 00:00:00,6981.96
2018-02-13 00:00:00,7013.51
2018-02-14 00:00:00,7143.62
2018-02-15 00:00:00,7256.43
2018-02-16 00:00:00,7239.47
2018-02-19 00:00:00,.
2018-02-20 00:00:00,7234.31
2018-02-21 00:00:00,7218.23
2018-02-22 00:00:00,7210.09
2018-02-23 00:00:00,7337.39
2018-02-26 00:00:00,7421.46
2018-02-27 00:00:00,7330.35
2018-02-28 00:00:00,7273.01
2018-03-01 00:00:00,7180.56
2018-03-02 00:00:00,7257.87
2018-03-05 00:00:00,7330.7
2018-03-06 00:00:00,7372.01
2018-03-07 00:00:00,7396.65
2018-03-08 00:00:00,7427.95
2018-03-09 00:00:00,7560.81
2018-03-12 00:00:00,7588.32
2018-03-13 00:00:00,7511.01
2018-03-14 00:00:00,7496.81
2018-03-15 00:00:00,7481.74
2018-03-16 00:00:00,7481.99
2018-03-19 00:00:00,7344.24
2018-03-20 00:00:00,7364.3
2018-03-21 00:00:00,7345.29
2018-03-22 00:00:00,7166.68
2018-03-23 00:00:00,6992.67
2018-03-26 00:00:00,7220.54
2018-03-27 00:00:00,7008.81
2018-03-28 00:00:00,6949.23
2018-03-29 00:00:00,7063.44
2018-03-30 00:00:00,.
2018-04-02 00:00:00,6870.12
2018-04-03 00:00:00,6941.28
2018-04-04 00:00:00,7042.105
2018-04-05 00:00:00,7076.551
2018-04-06 00:00:00,6915.109
2018-04-09 00:00:00,6950.344
2018-04-10 00:00:00,7094.301
2018-04-11 00:00:00,7069.027
2018-04-12 00:00:00,7140.246
2018-04-13 00:00:00,7106.648
2018-04-16 00:00:00,7156.285
2018-04-17 00:00:00,7281.098
2018-04-18 00:00:00,7295.234
2018-04-19 00:00:00,7238.055
2018-04-20 00:00:00,7146.125
2018-04-23 00:00:00,7128.602
2018-04-24 00:00:00,7007.352
2018-04-25 00:00:00,7003.738
2018-04-26 00:00:00,7118.676
2018-04-27 00:00:00,7119.801
2018-04-30 00:00:00,7066.266
2018-05-01 00:00:00,7130.703
2018-05-02 00:00:00,7100.898
2018-05-03 00:00:00,7088.152
2018-05-04 00:00:00,7209.617
2018-05-07 00:00:00,7265.211
2018-05-08 00:00:00,7266.902
2018-05-09 00:00:00,7339.906
2018-05-10 00:00:00,7404.977
2018-05-11 00:00:00,7402.883
2018-05-14 00:00:00,7411.316
2018-05-15 00:00:00,7351.629
2018-05-16 00:00:00,7398.297
2018-05-17 00:00:00,7382.473
2018-05-18 00:00:00,7354.34
2018-05-21 00:00:00,7394.035
2018-05-22 00:00:00,7378.457
2018-05-23 00:00:00,7425.957
2018-05-24 00:00:00,7424.43
2018-05-25 00:00:00,7433.855
2018-05-28 00:00:00,.
2018-05-29 00:00:00,7396.594
2018-05-30 00:00:00,7462.453
2018-05-31 00:00:00,7442.117
2018-06-01 00:00:00,7554.332
2018-06-04 00:00:00,7606.461
2018-06-05 00:00:00,7637.863
2018-06-06 00:00:00,7689.242
2018-06-07 00:00:00,7635.07
2018-06-08 00:00:00,7645.512
2018-06-11 00:00:00,7659.926
2018-06-12 00:00:00,7703.793
2018-06-13 00:00:00,7695.699
2018-06-14 00:00:00,7761.043
2018-06-15 00:00:00,7746.379
2018-06-18 00:00:00,7747.023
2018-06-19 00:00:00,7725.586
2018-06-20 00:00:00,7781.516
2018-06-21 00:00:00,7712.953
2018-06-22 00:00:00,7692.816
2018-06-25 00:00:00,7532.008
2018-06-26 00:00:00,7561.625
2018-06-27 00:00:00,7445.086
2018-06-28 00:00:00,7503.684
2018-06-29 00:00:00,7510.305
2018-07-02 00:00:00,7567.688
2018-07-03 00:00:00,7502.672
2018-07-04 00:00:00,.
2018-07-05 00:00:00,7586.426
2018-07-06 00:00:00,7688.387
2018-07-09 00:00:00,7756.203
2018-07-10 00:00:00,7759.199
2018-07-11 00:00:00,7716.613
2018-07-12 00:00:00,7823.914
2018-07-13 00:00:00,7825.977
2018-07-16 00:00:00,7805.719
2018-07-17 00:00:00,7855.117
2018-07-18 00:00:00,7854.445
2018-07-19 00:00:00,7825.297
2018-07-20 00:00:00,7820.199
2018-07-23 00:00:00,7841.871
2018-07-24 00:00:00,7840.766
2018-07-25 00:00:00,7932.238
2018-07-26 00:00:00,7852.184
2018-07-27 00:00:00,7737.418
2018-07-30 00:00:00,7630.004
2018-07-31 00:00:00,7671.789
2018-08-01 00:00:00,7707.285
2018-08-02 00:00:00,7802.684
2018-08-03 00:00:00,7812.016
2018-08-06 00:00:00,7859.68
2018-08-07 00:00:00,7883.664
2018-08-08 00:00:00,7888.324
2018-08-09 00:00:00,7891.781
2018-08-10 00:00:00,7839.109
2018-08-13 00:00:00,7819.707
2018-08-14 00:00:00,7870.895
2018-08-15 00:00:00,7774.117
2018-08-16 00:00:00,7806.523
2018-08-17 00:00:00,7816.328
2018-08-20 00:00:00,7821.008
2018-08-21 00:00:00,7859.172
2018-08-22 00:00:00,7889.098
2018-08-23 00:00:00,7878.457
2018-08-24 00:00:00,7945.977
2018-08-27 00:00:00,8017.895
2018-08-28 00:00:00,8030.039
2018-08-29 00:00:00,8109.688
2018-08-30 00:00:00,8088.363
2018-08-31 00:00:00,8109.535
2018-09-03 00:00:00,.
2018-09-04 00:00:00,8091.246
2018-09-05 00:00:00,7995.172
2018-09-06 00:00:00,7922.727
2018-09-07 00:00:00,7902.543
2018-09-10 00:00:00,7924.16
2018-09-11 00:00:00,7972.473
2018-09-12 00:00:00,7954.23
2018-09-13 00:00:00,8013.711
2018-09-14 00:00:00,8010.043
2018-09-17 00:00:00,7895.793
2018-09-18 00:00:00,7956.105
2018-09-19 00:00:00,7950.039
2018-09-20 00:00:00,8028.23
2018-09-21 00:00:00,7986.957
2018-09-24 00:00:00,7993.25
2018-09-25 00:00:00,8007.473
2018-09-26 00:00:00,7990.367
2018-09-27 00:00:00,8041.969
2018-09-28 00:00:00,8046.352
2018-10-01 00:00:00,8037.301
2018-10-02 00:00:00,7999.547
2018-10-03 00:00:00,8025.086
2018-10-04 00:00:00,7879.512
2018-10-05 00:00:00,7788.445
2018-10-08 00:00:00,7735.949
2018-10-09 00:00:00,7738.016
2018-10-10 00:00:00,7422.051
2018-10-11 00:00:00,7329.059
2018-10-12 00:00:00,7496.895
2018-10-15 00:00:00,7430.742
2018-10-16 00:00:00,7645.488
2018-10-17 00:00:00,7642.703
2018-10-18 00:00:00,7485.141
2018-10-19 00:00:00,7449.027
2018-10-22 00:00:00,7468.629
2018-10-23 00:00:00,7437.539
2018-10-24 00:00:00,7108.402
2018-10-25 00:00:00,7318.336
2018-10-26 00:00:00,7167.211
2018-10-29 00:00:00,7050.293
2018-10-30 00:00:00,7161.648
2018-10-31 00:00:00,7305.898
2018-11-01 00:00:00,7434.059
2018-11-02 00:00:00,7356.996
2018-11-05 00:00:00,7328.852
2018-11-06 00:00:00,7375.965
2018-11-07 00:00:00,7570.754
2018-11-08 00:00:00,7530.887
2018-11-09 00:00:00,7406.902
2018-11-12 00:00:00,7200.867
2018-11-13 00:00:00,7200.875
2018-11-14 00:00:00,7136.391
2018-11-15 00:00:00,7259.031
2018-11-16 00:00:00,7247.871
2018-11-19 00:00:00,7028.477
2018-11-20 00:00:00,6908.824
2018-11-21 00:00:00,6972.25
2018-11-22 00:00:00,.
2018-11-23 00:00:00,6938.984
2018-11-26 00:00:00,7081.852
2018-11-27 00:00:00,7082.699
2018-11-28 00:00:00,7291.594
2018-11-29 00:00:00,7273.082
2018-11-30 00:00:00,7330.535
2018-12-03 00:00:00,7441.512
2018-12-04 00:00:00,7158.426
2018-12-05 00:00:00,.
2018-12-06 00:00:00,7188.258
2018-12-07 00:00:00,6969.254
2018-12-10 00:00:00,7020.52
2018-12-11 00:00:00,7031.832
2018-12-12 00:00:00,7098.313
2018-12-13 00:00:00,7070.336
2018-12-14 00:00:00,6910.664
2018-12-17 00:00:00,6753.734
2018-12-18 00:00:00,6783.91
2018-12-19 00:00:00,6636.828
2018-12-20 00:00:00,6528.406
2018-12-21 00:00:00,6332.996
2018-12-24 00:00:00,6192.918
2018-12-25 00:00:00,.
2018-12-26 00:00:00,6554.355
2018-12-27 00:00:00,6579.492
2018-12-28 00:00:00,6584.523
2018-12-31 00:00:00,6635.277
2019-01-01 00:00:00,.
2019-01-02 00:00:00,6665.938
2019-01-03 00:00:00,6463.504
2019-01-04 00:00:00,6738.855
2019-01-07 00:00:00,6823.469
2019-01-08 00:00:00,6897
2019-01-09 00:00:00,6957.078
2019-01-10 00:00:00,6986.066
2019-01-11 00:00:00,6971.477
2019-01-14 00:00:00,6905.914
2019-01-15 00:00:00,7023.836
2019-01-16 00:00:00,7034.691
2019-01-17 00:00:00,7084.465
2019-01-18 00:00:00,7157.227
2019-01-21 00:00:00,.
2019-01-22 00:00:00,7020.355
2019-01-23 00:00:00,7025.766
2019-01-24 00:00:00,7073.461
2019-01-25 00:00:00,7164.863
2019-01-28 00:00:00,7085.684
2019-01-29 00:00:00,7028.289
2019-01-30 00:00:00,7183.078
2019-01-31 00:00:00,7281.738
2019-02-01 00:00:00,7263.867
2019-02-04 00:00:00,7347.535
2019-02-05 00:00:00,7402.086
2019-02-06 00:00:00,7375.281
2019-02-07 00:00:00,7288.352
2019-02-08 00:00:00,7298.199
2019-02-11 00:00:00,7307.906
2019-02-12 00:00:00,7414.617
2019-02-13 00:00:00,7420.379
2019-02-14 00:00:00,7426.953
2019-02-15 00:00:00,7472.41
2019-02-18 00:00:00,.
2019-02-19 00:00:00,7486.766
2019-02-20 00:00:00,7489.07
2019-02-21 00:00:00,7459.707
2019-02-22 00:00:00,7527.543
2019-02-25 00:00:00,7554.461
2019-02-26 00:00:00,7549.297
2019-02-27 00:00:00,7554.508
2019-02-28 00:00:00,7532.531
2019-03-01 00:00:00,7595.352
2019-03-04 00:00:00,7577.566
2019-03-05 00:00:00,7576.359
2019-03-06 00:00:00,7505.918
2019-03-07 00:00:00,7421.465
2019-03-08 00:00:00,7408.141
2019-03-11 00:00:00,7558.063
2019-03-12 00:00:00,7591.031
2019-03-13 00:00:00,7643.406
2019-03-14 00:00:00,7630.91
2019-03-15 00:00:00,7688.527
2019-03-18 00:00:00,7714.477
2019-03-19 00:00:00,7723.945
2019-03-20 00:00:00,7728.969
2019-03-21 00:00:00,7838.961
2019-03-22 00:00:00,7642.668
2019-03-25 00:00:00,7637.543
2019-03-26 00:00:00,7691.523
2019-03-27 00:00:00,7643.379
2019-03-28 00:00:00,7669.164
2019-03-29 00:00:00,7729.32
2019-04-01 00:00:00,7828.91
2019-04-02 00:00:00,7848.688
2019-04-03 00:00:00,7895.551
2019-04-04 00:00:00,7891.785
2019-04-05 00:00:00,7938.691
2019-04-08 00:00:00,7953.883
2019-04-09 00:00:00,7909.277
2019-04-10 00:00:00,7964.242
2019-04-11 00:00:00,7947.359
2019-04-12 00:00:00,7984.164
2019-04-15 00:00:00,7976.012
2019-04-16 00:00:00,8000.227
2019-04-17 00:00:00,7996.078
2019-04-18 00:00:00,7998.063
2019-04-19 00:00:00,7998.063
2019-04-22 00:00:00,8015.266
2019-04-23 00:00:00,8120.82
2019-04-24 00:00:00,8102.016
2019-04-25 00:00:00,8118.684
2019-04-26 00:00:00,8146.398
2019-04-29 00:00:00,8161.852
2019-04-30 00:00:00,8095.387
2019-05-01 00:00:00,8049.641
2019-05-02 00:00:00,8036.773
2019-05-03 00:00:00,8163.996
2019-05-06 00:00:00,8123.289
2019-05-07 00:00:00,7963.758
2019-05-08 00:00:00,7943.32
2019-05-09 00:00:00,7910.586
2019-05-10 00:00:00,7916.941
2019-05-13 00:00:00,7647.023
2019-05-14 00:00:00,7734.492
2019-05-15 00:00:00,7822.148
2019-05-16 00:00:00,7898.047
2019-05-17 00:00:00,7816.285
2019-05-20 00:00:00,7702.375
2019-05-21 00:00:00,7785.723
2019-05-22 00:00:00,7750.844
2019-05-23 00:00:00,7628.285
2019-05-24 00:00:00,7637.008
2019-05-27 00:00:00,.
2019-05-28 00:00:00,7607.352
2019-05-29 00:00:00,7547.309
2019-05-30 00:00:00,7567.715
2019-05-31 00:00:00,7453.148
2019-06-03 00:00:00,7333.02
2019-06-04 00:00:00,7527.117
2019-06-05 00:00:00,7575.477
2019-06-06 00:00:00,7615.555
2019-06-07 00:00:00,7742.102
2019-06-10 00:00:00,7823.168
2019-06-11 00:00:00,7822.566
2019-06-12 00:00:00,7792.719
2019-06-13 00:00:00,7837.129
2019-06-14 00:00:00,7796.66
2019-06-17 00:00:00,7845.023
2019-06-18 00:00:00,7953.883
2019-06-19 00:00:00,7987.324
2019-06-20 00:00:00,8051.34
2019-06-21 00:00:00,8031.707
2019-06-24 00:00:00,8005.695
2019-06-25 00:00:00,7884.715
2019-06-26 00:00:00,7909.973
2019-06-27 00:00:00,7967.758
2019-06-28 00:00:00,8006.242
2019-07-01 00:00:00,8091.164
2019-07-02 00:00:00,8109.094
2019-07-03 00:00:00,8170.23
2019-07-04 00:00:00,.
2019-07-05 00:00:00,8161.789
2019-07-08 00:00:00,8098.383
2019-07-09 00:00:00,8141.727
2019-07-10 00:00:00,8202.531
2019-07-11 00:00:00,8196.043
2019-07-12 00:00:00,8244.145
2019-07-15 00:00:00,8258.184
2019-07-16 00:00:00,8222.797
2019-07-17 00:00:00,8185.207
2019-07-18 00:00:00,8207.242
2019-07-19 00:00:00,8146.488
2019-07-22 00:00:00,8204.137
2019-07-23 00:00:00,8251.402
2019-07-24 00:00:00,8321.5
2019-07-25 00:00:00,8238.539
2019-07-26 00:00:00,8330.211
2019-07-29 00:00:00,8293.328
2019-07-30 00:00:00,8273.613
2019-07-31 00:00:00,8175.418
2019-08-01 00:00:00,8111.121
2019-08-02 00:00:00,8004.074
2019-08-05 00:00:00,7726.039
2019-08-06 00:00:00,7833.266
2019-08-07 00:00:00,7862.824
2019-08-08 00:00:00,8039.156
2019-08-09 00:00:00,7959.141
2019-08-12 00:00:00,7863.41
2019-08-13 00:00:00,8016.359
2019-08-14 00:00:00,7773.938
2019-08-15 00:00:00,7766.617
2019-08-16 00:00:00,7895.992
2019-08-19 00:00:00,8002.813
2019-08-20 00:00:00,7948.559
2019-08-21 00:00:00,8020.207
2019-08-22 00:00:00,7991.387
2019-08-23 00:00:00,7751.766
2019-08-26 00:00:00,7853.734
2019-08-27 00:00:00,7826.945
2019-08-28 00:00:00,7856.883
2019-08-29 00:00:00,7973.395
2019-08-30 00:00:00,7962.883
2019-09-02 00:00:00,.
2019-09-03 00:00:00,7874.16
2019-09-04 00:00:00,7976.879
2019-09-05 00:00:00,8116.828
2019-09-06 00:00:00,8103.074
2019-09-09 00:00:00,8087.438
2019-09-10 00:00:00,8084.156
2019-09-11 00:00:00,8169.68
2019-09-12 00:00:00,8194.469
2019-09-13 00:00:00,8176.715
2019-09-16 00:00:00,8153.543
2019-09-17 00:00:00,8186.016113
